Pedido;Lote;Romaneio;Cliente;Canal;Sub Canal;Vendedor;Desc;Desc Fin;Tx Fin;T.C.;C.P.;Dias;VC 1a;VC 2a;VC 3a;VC 4a;VC 5a;Dt.Ven 1a;Banco;Trans;Placa;Mot;Ajud1;Ajud2;Canc;Dt.Acerto;Flag Romaneio;Mot Dev;Mot Bloq;Dt.Pedido;Pasta;||Item;Fam;Prd;Cod Red;Tabela;Desc;Vlr Total;Vlr Retorno;Vlr Unitario;ICMR;Desp.Acess;Desc.Verba;Tx.Finan;Quant CX;Quant UN;Retorno CX;Retorno UN;Desc.Max;Serie;NF;Nat.Oper;Ocorr;Ocosigla;FL;FLN;FLB;FL NF-E;No CEV;Preco Liq;Preco Tabela;Mot.Troca;QTD/UND;Vd CX Liq;Vd UN Liq;Vlr Vd Liq;Cat Prod;Descr Cat;Licenca;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
201610210132;0009;20161021015;00030338;E1;000;103;0,00;0,00;0,00;1;14;001;000;000;000;000;000;21/10/2016;000;001;PJS7557 ;808;;;000;00/00/0000;N;000;;21/10/2016;2415;||002;200;026;0000902780;20161501;0,00;19,8000;0,0000;19,8000;0,00;0,00;0,00;0,00;00001;00000;00000;00000;0,00;1;000173571;001;001;V; ;S;N;S;000000;19,80;19,80;000;00006;19,8000;0,0000;19,8000;09;2000ML PET;335101;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
201610210132;0009;20161021015;00030338;E1;000;103;0,00;0,00;0,00;1;14;001;000;000;000;000;000;21/10/2016;000;001;PJS7557 ;808;;;000;00/00/0000;N;000;;21/10/2016;2415;||003;200;031;0000902809;20161501;0,00;19,8000;0,0000;19,8000;0,00;0,00;0,00;0,00;00001;00000;00000;00000;0,00;1;000173571;001;001;V; ;S;N;S;000000;19,80;19,80;000;00006;19,8000;0,0000;19,8000;09;2000ML PET;335101;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
201610210132;0009;20161021015;00030338;E1;000;103;0,00;0,00;0,00;1;14;001;000;000;000;000;000;21/10/2016;000;001;PJS7557 ;808;;;000;00/00/0000;N;000;;21/10/2016;2415;||004;210;008;0000902800;20161501;0,00;25,8000;0,0000;12,9000;0,00;0,00;0,00;0,00;00002;00000;00000;00000;0,00;1;000173571;001;001;V; ;S;N;S;000000;12,90;12,90;000;00006;25,8000;0,0000;25,8000;08;1000ML PET;335101;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
201610210132;0009;20161021015;00030338;E1;000;103;0,00;0,00;0,00;1;14;001;000;000;000;000;000;21/10/2016;000;001;PJS7557 ;808;;;000;00/00/0000;N;000;;21/10/2016;2415;||005;210;009;0000902813;20161501;0,00;12,9000;0,0000;12,9000;0,00;0,00;0,00;0,00;00001;00000;00000;00000;0,00;1;000173571;001;001;V; ;S;N;S;000000;12,90;12,90;000;00006;12,9000;0,0000;12,9000;08;1000ML PET;335101;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
201610210132;0009;20161021015;00030338;E1;000;103;0,00;0,00;0,00;1;14;001;000;000;000;000;000;21/10/2016;000;001;PJS7557 ;808;;;000;00/00/0000;N;000;;21/10/2016;2415;||006;255;010;0000903201;20161501;0,00;9,7500;0,0000;9,7500;0,00;0,00;0,00;0,00;00001;00000;00000;00000;0,00;1;000173571;001;001;V; ;S;N;S;000000;9,75;9,75;000;00012;9,7500;0,0000;9,7500;01;250ML PET;335101;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
201610210132;0009;20161021015;00030338;E1;000;103;0,00;0,00;0,00;1;14;001;000;000;000;000;000;21/10/2016;000;001;PJS7557 ;808;;;000;00/00/0000;N;000;;21/10/2016;2415;||007;360;002;0000900368;20161501;0,00;19,9000;0,0000;19,9000;0,00;0,00;0,00;0,00;00001;00000;00000;00000;0,00;1;000173571;002;001;V; ;S;N;S;000000;19,90;19,90;000;00012;19,9000;0,0000;19,9000;13;450ML PET;335101;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
201610210133;0009;20161021015;00240237;A2;000;103;0,00;0,00;0,00;1;14;001;000;000;000;000;000;21/10/2016;000;001;PJS7557 ;808;;;000;00/00/0000;N;000;;21/10/2016;2415;||001;210;008;0000902800;20161501;0,00;12,9000;0,0000;12,9000;0,00;0,00;0,00;0,00;00001;00000;00000;00000;0,00;1;000173572;001;001;V; ;S;N;S;000000;12,90;12,90;000;00006;12,9000;0,0000;12,9000;08;1000ML PET;335101;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
201610210134;0009;20161021015;00240239;C1;000;103;0,00;0,00;0,00;1;14;001;000;000;000;000;000;21/10/2016;000;001;PJS7557 ;808;;;000;00/00/0000;N;000;;21/10/2016;2415;||001;060;031;0000903042;20161501;0,00;19,2000;0,0000;19,2000;0,00;0,00;0,00;0,00;00001;00000;00000;00000;0,00;1;000173573;001;001;V; ;S;N;S;000000;19,20;19,20;000;00012;19,2000;0,0000;19,2000;05;350ML LATA;335101;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
201610210134;0009;20161021015;00240239;C1;000;103;0,00;0,00;0,00;1;14;001;000;000;000;000;000;21/10/2016;000;001;PJS7557 ;808;;;000;00/00/0000;N;000;;21/10/2016;2415;||002;210;008;0000902800;20161501;0,00;12,9000;0,0000;12,9000;0,00;0,00;0,00;0,00;00001;00000;00000;00000;0,00;1;000173573;001;001;V; ;S;N;S;000000;12,90;12,90;000;00006;12,9000;0,0000;12,9000;08;1000ML PET;335101;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
201610210135;0009;20161021015;00240269;A1;000;103;0,00;0,00;0,00;1;14;001;000;000;000;000;000;21/10/2016;000;001;PJS7557 ;808;;;000;00/00/0000;N;000;;21/10/2016;2415;||001;255;010;0000903201;20161501;0,00;9,7500;0,0000;9,7500;0,00;0,00;0,00;0,00;00001;00000;00000;00000;0,00;1;000173574;001;001;V; ;S;N;S;000000;9,75;9,75;000;00012;9,7500;0,0000;9,7500;01;250ML PET;335101;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
201610210135;0009;20161021015;00240269;A1;000;103;0,00;0,00;0,00;1;14;001;000;000;000;000;000;21/10/2016;000;001;PJS7557 ;808;;;000;00/00/0000;N;000;;21/10/2016;2415;||002;255;012;0000903190;20161501;0,00;9,7500;0,0000;9,7500;0,00;0,00;0,00;0,00;00001;00000;00000;00000;0,00;1;000173574;001;001;V; ;S;N;S;000000;9,75;9,75;000;00012;9,7500;0,0000;9,7500;01;250ML PET;335101;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
201610210136;0009;20161021015;00240396;A2;000;103;0,00;0,00;0,00;1;14;001;000;000;000;000;000;21/10/2016;000;001;PJS7557 ;808;;;000;00/00/0000;N;000;;21/10/2016;2415;||001;210;008;0000902800;20161501;0,00;25,8000;0,0000;12,9000;0,00;0,00;0,00;0,00;00002;00000;00000;00000;0,00;1;000173575;001;001;V; ;S;N;S;000000;12,90;12,90;000;00006;25,8000;0,0000;25,8000;08;1000ML PET;335101;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
201610210137;0009;20161021015;00240454;C5;000;103;0,00;0,00;0,00;1;14;001;000;000;000;000;000;21/10/2016;000;001;PJS7557 ;808;;;000;00/00/0000;N;000;;21/10/2016;2415;||001;076;012;0000903041;20161501;0,00;41,8000;0,0000;20,9000;0,00;0,00;0,00;0,00;00002;00000;00000;00000;0,00;1;000173576;001;001;V; ;S;N;S;000000;20,90;20,90;000;00015;41,8000;0,0000;41,8000;49;269 ML;335101;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
201610210137;0009;20161021015;00240454;C5;000;103;0,00;0,00;0,00;1;14;001;000;000;000;000;000;21/10/2016;000;001;PJS7557 ;808;;;000;00/00/0000;N;000;;21/10/2016;2415;||002;200;025;0000902795;20161501;0,00;39,6000;0,0000;19,8000;0,00;0,00;0,00;0,00;00002;00000;00000;00000;0,00;1;000173576;001;001;V; ;S;N;S;000000;19,80;19,80;000;00006;39,6000;0,0000;39,6000;09;2000ML PET;335101;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
201610210137;0009;20161021015;00240454;C5;000;103;0,00;0,00;0,00;1;14;001;000;000;000;000;000;21/10/2016;000;001;PJS7557 ;808;;;000;00/00/0000;N;000;;21/10/2016;2415;||003;200;027;0000902815;20161501;0,00;19,8000;0,0000;19,8000;0,00;0,00;0,00;0,00;00001;00000;00000;00000;0,00;1;000173576;001;001;V; ;S;N;S;000000;19,80;19,80;000;00006;19,8000;0,0000;19,8000;09;2000ML PET;335101;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
201610210137;0009;20161021015;00240454;C5;000;103;0,00;0,00;0,00;1;14;001;000;000;000;000;000;21/10/2016;000;001;PJS7557 ;808;;;000;00/00/0000;N;000;;21/10/2016;2415;||004;200;031;0000902809;20161501;0,00;39,6000;0,0000;19,8000;0,00;0,00;0,00;0,00;00002;00000;00000;00000;0,00;1;000173576;001;001;V; ;S;N;S;000000;19,80;19,80;000;00006;39,6000;0,0000;39,6000;09;2000ML PET;335101;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
201610210137;0009;20161021015;00240454;C5;000;103;0,00;0,00;0,00;1;14;001;000;000;000;000;000;21/10/2016;000;001;PJS7557 ;808;;;000;00/00/0000;N;000;;21/10/2016;2415;||005;245;022;0000902797;20161501;0,00;16,3000;0,0000;16,3000;0,00;0,00;0,00;0,00;00001;00000;00000;00000;0,00;1;000173576;001;001;V; ;S;N;S;000000;16,30;16,30;000;00012;16,3000;0,0000;16,3000;05;350ML LATA;335101;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
201610210137;0009;20161021015;00240454;C5;000;103;0,00;0,00;0,00;1;14;001;000;000;000;000;000;21/10/2016;000;001;PJS7557 ;808;;;000;00/00/0000;N;000;;21/10/2016;2415;||006;310;002;0000900032;20161501;0,00;13,1000;0,0000;13,1000;0,00;0,00;0,00;0,00;00001;00000;00000;00000;0,00;1;000173576;001;001;V; ;S;N;S;000000;13,10;13,10;000;00012;13,1000;0,0000;13,1000;06;500ML PET 12UN;335101;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
201610210138;0009;20161021015;00240457;C5;000;103;0,00;0,00;0,00;1;14;001;000;000;000;000;000;21/10/2016;000;001;PJS7557 ;808;;;000;00/00/0000;N;000;;21/10/2016;2415;||001;200;025;0000902795;20161501;0,00;19,8000;0,0000;19,8000;0,00;0,00;0,00;0,00;00001;00000;00000;00000;0,00;1;000173577;001;001;V; ;S;N;S;000000;19,80;19,80;000;00006;19,8000;0,0000;19,8000;09;2000ML PET;335101;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
201610210138;0009;20161021015;00240457;C5;000;103;0,00;0,00;0,00;1;14;001;000;000;000;000;000;21/10/2016;000;001;PJS7557 ;808;;;000;00/00/0000;N;000;;21/10/2016;2415;||002;200;026;0000902780;20161501;0,00;19,8000;0,0000;19,8000;0,00;0,00;0,00;0,00;00001;00000;00000;00000;0,00;1;000173577;001;001;V; ;S;N;S;000000;19,80;19,80;000;00006;19,8000;0,0000;19,8000;09;2000ML PET;335101;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
201610210138;0009;20161021015;00240457;C5;000;103;0,00;0,00;0,00;1;14;001;000;000;000;000;000;21/10/2016;000;001;PJS7557 ;808;;;000;00/00/0000;N;000;;21/10/2016;2415;||003;200;031;0000902809;20161501;0,00;39,6000;0,0000;19,8000;0,00;0,00;0,00;0,00;00002;00000;00000;00000;0,00;1;000173577;001;001;V; ;S;N;S;000000;19,80;19,80;000;00006;39,6000;0,0000;39,6000;09;2000ML PET;335101;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
201610210138;0009;20161021015;00240457;C5;000;103;0,00;0,00;0,00;1;14;001;000;000;000;000;000;21/10/2016;000;001;PJS7557 ;808;;;000;00/00/0000;N;000;;21/10/2016;2415;||004;210;007;0000902791;20161501;0,00;12,9000;0,0000;12,9000;0,00;0,00;0,00;0,00;00001;00000;00000;00000;0,00;1;000173577;001;001;V; ;S;N;S;000000;12,90;12,90;000;00006;12,9000;0,0000;12,9000;08;1000ML PET;335101;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
201610210138;0009;20161021015;00240457;C5;000;103;0,00;0,00;0,00;1;14;001;000;000;000;000;000;21/10/2016;000;001;PJS7557 ;808;;;000;00/00/0000;N;000;;21/10/2016;2415;||005;255;010;0000903201;20161501;0,00;9,7500;0,0000;9,7500;0,00;0,00;0,00;0,00;00001;00000;00000;00000;0,00;1;000173577;001;001;V; ;S;N;S;000000;9,75;9,75;000;00012;9,7500;0,0000;9,7500;01;250ML PET;335101;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
201610210138;0009;20161021015;00240457;C5;000;103;0,00;0,00;0,00;1;14;001;000;000;000;000;000;21/10/2016;000;001;PJS7557 ;808;;;000;00/00/0000;N;000;;21/10/2016;2415;||006;255;012;0000903190;20161501;0,00;9,7500;0,0000;9,7500;0,00;0,00;0,00;0,00;00001;00000;00000;00000;0,00;1;000173577;001;001;V; ;S;N;S;000000;9,75;9,75;000;00012;9,7500;0,0000;9,7500;01;250ML PET;335101;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
201610210138;0009;20161021015;00240457;C5;000;103;0,00;0,00;0,00;1;14;001;000;000;000;000;000;21/10/2016;000;001;PJS7557 ;808;;;000;00/00/0000;N;000;;21/10/2016;2415;||007;310;001;0000900023;20161501;0,00;9,4000;0,0000;9,4000;0,00;0,00;0,00;0,00;00001;00000;00000;00000;0,00;1;000173577;001;001;V; ;S;N;S;000000;9,40;9,40;000;00012;9,4000;0,0000;9,4000;06;500ML PET 12UN;335101;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
201610210139;0009;20161021015;00240462;I1;000;103;0,00;0,00;0,00;2;37;007;007;000;000;000;000;29/10/2016;000;001;PJS7557 ;808;;;000;00/00/0000;N;000;;21/10/2016;2415;||001;200;012;0000900350;20161501;0,00;21,6000;0,0000;21,6000;0,00;0,00;0,00;0,00;00001;00000;00000;00000;0,00;1;000173578;001;001;V; ;S;N;S;000000;21,60;21,60;000;00006;21,6000;0,0000;21,6000;09;2000ML PET;335101;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
201610210139;0009;20161021015;00240462;I1;000;103;0,00;0,00;0,00;2;37;007;007;000;000;000;000;29/10/2016;000;001;PJS7557 ;808;;;000;00/00/0000;N;000;;21/10/2016;2415;||002;200;025;0000902795;20161501;0,00;39,6000;0,0000;19,8000;0,00;0,00;0,00;0,00;00002;00000;00000;00000;0,00;1;000173578;001;001;V; ;S;N;S;000000;19,80;19,80;000;00006;39,6000;0,0000;39,6000;09;2000ML PET;335101;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
201610210139;0009;20161021015;00240462;I1;000;103;0,00;0,00;0,00;2;37;007;007;000;000;000;000;29/10/2016;000;001;PJS7557 ;808;;;000;00/00/0000;N;000;;21/10/2016;2415;||003;200;026;0000902780;20161501;0,00;39,6000;0,0000;19,8000;0,00;0,00;0,00;0,00;00002;00000;00000;00000;0,00;1;000173578;001;001;V; ;S;N;S;000000;19,80;19,80;000;00006;39,6000;0,0000;39,6000;09;2000ML PET;335101;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
201610210139;0009;20161021015;00240462;I1;000;103;0,00;0,00;0,00;2;37;007;007;000;000;000;000;29/10/2016;000;001;PJS7557 ;808;;;000;00/00/0000;N;000;;21/10/2016;2415;||004;200;027;0000902815;20161501;0,00;19,8000;0,0000;19,8000;0,00;0,00;0,00;0,00;00001;00000;00000;00000;0,00;1;000173578;001;001;V; ;S;N;S;000000;19,80;19,80;000;00006;19,8000;0,0000;19,8000;09;2000ML PET;335101;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
201610210139;0009;20161021015;00240462;I1;000;103;0,00;0,00;0,00;2;37;007;007;000;000;000;000;29/10/2016;000;001;PJS7557 ;808;;;000;00/00/0000;N;000;;21/10/2016;2415;||005;200;028;0000902817;20161501;0,00;19,8000;0,0000;19,8000;0,00;0,00;0,00;0,00;00001;00000;00000;00000;0,00;1;000173578;001;001;V; ;S;N;S;000000;19,80;19,80;000;00006;19,8000;0,0000;19,8000;09;2000ML PET;335101;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
201610210139;0009;20161021015;00240462;I1;000;103;0,00;0,00;0,00;2;37;007;007;000;000;000;000;29/10/2016;000;001;PJS7557 ;808;;;000;00/00/0000;N;000;;21/10/2016;2415;||006;200;031;0000902809;20161501;0,00;39,6000;0,0000;19,8000;0,00;0,00;0,00;0,00;00002;00000;00000;00000;0,00;1;000173578;001;001;V; ;S;N;S;000000;19,80;19,80;000;00006;39,6000;0,0000;39,6000;09;2000ML PET;335101;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
201610210139;0009;20161021015;00240462;I1;000;103;0,00;0,00;0,00;2;37;007;007;000;000;000;000;29/10/2016;000;001;PJS7557 ;808;;;000;00/00/0000;N;000;;21/10/2016;2415;||007;210;007;0000902791;20161501;0,00;25,8000;0,0000;12,9000;0,00;0,00;0,00;0,00;00002;00000;00000;00000;0,00;1;000173578;001;001;V; ;S;N;S;000000;12,90;12,90;000;00006;25,8000;0,0000;25,8000;08;1000ML PET;335101;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
201610210139;0009;20161021015;00240462;I1;000;103;0,00;0,00;0,00;2;37;007;007;000;000;000;000;29/10/2016;000;001;PJS7557 ;808;;;000;00/00/0000;N;000;;21/10/2016;2415;||008;210;008;0000902800;20161501;0,00;25,8000;0,0000;12,9000;0,00;0,00;0,00;0,00;00002;00000;00000;00000;0,00;1;000173578;001;001;V; ;S;N;S;000000;12,90;12,90;000;00006;25,8000;0,0000;25,8000;08;1000ML PET;335101;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
201610210139;0009;20161021015;00240462;I1;000;103;0,00;0,00;0,00;2;37;007;007;000;000;000;000;29/10/2016;000;001;PJS7557 ;808;;;000;00/00/0000;N;000;;21/10/2016;2415;||009;210;009;0000902813;20161501;0,00;12,9000;0,0000;12,9000;0,00;0,00;0,00;0,00;00001;00000;00000;00000;0,00;1;000173578;001;001;V; ;S;N;S;000000;12,90;12,90;000;00006;12,9000;0,0000;12,9000;08;1000ML PET;335101;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
201610210139;0009;20161021015;00240462;I1;000;103;0,00;0,00;0,00;2;37;007;007;000;000;000;000;29/10/2016;000;001;PJS7557 ;808;;;000;00/00/0000;N;000;;21/10/2016;2415;||010;255;010;0000903201;20161501;0,00;9,7500;0,0000;9,7500;0,00;0,00;0,00;0,00;00001;00000;00000;00000;0,00;1;000173578;001;001;V; ;S;N;S;000000;9,75;9,75;000;00012;9,7500;0,0000;9,7500;01;250ML PET;335101;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
201610210139;0009;20161021015;00240462;I1;000;103;0,00;0,00;0,00;2;37;007;007;000;000;000;000;29/10/2016;000;001;PJS7557 ;808;;;000;00/00/0000;N;000;;21/10/2016;2415;||011;255;011;0000903189;20161501;0,00;9,7500;0,0000;9,7500;0,00;0,00;0,00;0,00;00001;00000;00000;00000;0,00;1;000173578;001;001;V; ;S;N;S;000000;9,75;9,75;000;00012;9,7500;0,0000;9,7500;01;250ML PET;335101;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
201610210139;0009;20161021015;00240462;I1;000;103;0,00;0,00;0,00;2;37;007;007;000;000;000;000;29/10/2016;000;001;PJS7557 ;808;;;000;00/00/0000;N;000;;21/10/2016;2415;||012;255;012;0000903190;20161501;0,00;9,7500;0,0000;9,7500;0,00;0,00;0,00;0,00;00001;00000;00000;00000;0,00;1;000173578;001;001;V; ;S;N;S;000000;9,75;9,75;000;00012;9,7500;0,0000;9,7500;01;250ML PET;335101;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
201610210139;0009;20161021015;00240462;I1;000;103;0,00;0,00;0,00;2;37;007;007;000;000;000;000;29/10/2016;000;001;PJS7557 ;808;;;000;00/00/0000;N;000;;21/10/2016;2415;||013;360;001;0000900362;20161501;0,00;19,9000;0,0000;19,9000;0,00;0,00;0,00;0,00;00001;00000;00000;00000;0,00;1;000173578;002;001;V; ;S;N;S;000000;19,90;19,90;000;00012;19,9000;0,0000;19,9000;13;450ML PET;335101;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
